,text,polarity
13158,but i take meds that make me severely dehydrated sigh,negative
13159,dm me your email addressi will tell you my ordeal then you tell me what you think is fair,positive
13160,i did set up notifications through aa amp us airways still nothing,neutral
13161,how can i get travel question answered quickly online and calling not helping with this busy day,negative
13162,upon entering plane tostewardesses can i have some water no we dont do that please take your seat,positive
13163,the website wont let me view my reservation due to changes made outsideim on hold now to get help,negative
13164,i meant can you use the k bonus sign up mileage for alaska flights or only american,positive
13165,outbound flighthour delay bc air traffic ampgate changes dividend miles member gets no email or text updates,negative
13166,record locator oaaret got email we couldnt be rebooked but got no notification flight was cancelled,neutral
13167,please confirmfrom ciddfw atdeparture will beis canceled dont want to make the hour drive,positive
13168,huge thanks for fixing our flights appreciate the customer service now if only i could get seats assigned me next to my wife,neutral
13169,oaaret is our flight cancelled,negative
13170,its not a friend its a legally required chaperone on a school trip,positive
13171,record loaaret got email we couldnt get rescheduled on another flight but dont know if flight is cancelled,neutral
13172,"its more than technical problems frustrated answerthephone 
res on hold and cant get thru to use a credit to pay for it",negative
13173,good morning please let me know if i will be able to get those luggage tagstx,positive
13174,canceled flights now im rerouted and have overhrs of travel but you will bump paying customers for non revs custserv,negative
13175,on hold againestimatedhr hold,neutral
13176,they sent her a letter and said they would talk to the stewardess about serving drunks drinks how does that help,positive
13177,supervisor mrobinson just served a lot of attitude canceled my flight out of spite then put me back on on crazybitch,neutral
13178,at gate c your gate agents are turning paying customers away in favor of non revs,positive
13179,the one at am my app still shows it as on time,neutral
13180,lol i was sure id wake up to more of a response than this halfthought auto tweet hope you made it out,positive
13181,aa second week in a row delayed due to mechanical issues all the sleet outside and yet were stuck changing a tire,negative
13182,thanks hoping that by wed i can get back to dfw,negative
13183,i need a vacation from all this ice,negative
13184,keep trying to call to change reservation and you keep hanging up on me,negative
13185,will do appreciate the replies though,positive
13186,although there was ahour delay every single staff member from the ticket desk to the admirals club in was as sweet as pie,neutral
13187,how are the runways at dfw will you be flying later today thanks,positive
13188,bring my fianc' back to me,positive
13189,hahahaha this is crazy well heres to another night at the airport,neutral
13190,kudos to ticket agents forfor making passengers check bags that are too big to fit in overhead,positive
13191,but youre not sorry enough to compensate for either the extended time or cost difference to an alternate direct flight right,neutral
13192,how about you stop cutting and pasting apologies and get some additional phone reps to do their jobs,negative
13193,work would be much better with my lesson plans and music for my classes today,positive
13194,your call system is a fucking joke,neutral
13195,at lax amp just got off the phone wreservations every flight thatd get me to bos befoream tmrw is apparently unavailable 'ÿ  ,negative
13196,are you anticipating weatherrelated cancelations for afternoon departures out of aus today,neutral
13197,no worries dont blame you for weather,negative
13198,you moved us onto pm but there is availability onandno answer on your phone have young childrenhelp,neutral
13199,its our honeymooni paid extra business i was sitting next to my bride you bumped me because of status disgusted,negative
13200,deplaned for the rd fucking time fuck you aa,neutral
13201,how do i redeem a travel voucher for a flight if i cant reach a travel agent by phone my hold expires inhours,neutral
13202,thanks but that results in missing the conference im attending are there options to book earlieror if notreceive a refund,neutral
13203,it has been almosthours and i have heard nothing yet from your reservations team what am i supposed to do,negative
13204,you cancelled my flight due to weather when others are flying out just fineno compensation no resolutionincompetent,neutral
13205,hours on the phone yesterdayreallystill doesnt pick up status on us air flight,negative
13206,i need to be back in cleveland as early as possible tomorrow,neutral
13207,worst experience everall the way,neutral
13208,calling at am to tell me my flight has been rescheduledhours later than it was supposed be to seems like a bad solution,negative
13209,i fail to see how telling a caller that a bag may takehours to get from jfk to brooklyn is the best we can,negative
13210,thanks to jacqueline in clt for cleaning upandmess awesome service,positive
13211,its not about the weather its about the fact that i cant get ahold of anyone to help but you can tweet me back,positive
13212,please message me for assistancecant get through to anyone,neutral
13213,trying to track down backs for two of my attendees help,neutral
13214,ive witnessed a manager named denise yell atdifferent customers with my same issue rude,negative
13215,how comes no one has answered my calls or emails,neutral
13216,at lax and your service reps just hand out thenumber to call so thats not helpful,neutral
13217,extend rtn flight to bereavement nd i could have change fee dropped now told noworse day of my life badcustomerservice,negative
13218,ive tried ten times now last night and this morninghow many times should i try have meetings to make tonight in atx,negative
13219,does that mean my ktn is not in my reservation,negative
13220,thanks for respondingwill do,neutral
13221,thanks that was done i just dont understand why those whose bags couldnt fit arent notified in airat landing technology,positive
13222,i have still not talked to anyone you guys should be prepared for these situations how is this good service i am so mad,positive
13223,ok thank you what if i cant get a hold of someone to get a new flight,negative
13224,horriblecustomerservicerudestaffincompetentmanagers,neutral
13225,i just sent a dm,positive
13226,good luck ive been waiting a week,positive
13227,tisk tisk rude flight attendants yet again i cant hang my suit up because i didnt buy first classwhen will i learn,neutral
13228,"that would be appreciated just please dont send me to the same page with long form amp limited characters
direct email",negative
13229,this is the biggest joke of customerservice ive ever seen from a' ï  brand,positive
13230,it would be awfully nice if you could send an alert when my flight is canceled no text no email no love,neutral
13231,thanks took care of it issue was ivr was unclear and took too long to get a callback option would love to see that fixed,negative
13232,thank you so much that helps a lot,positive
13233,i understand that but im not even being put on holdit says try again later goodbye,neutral
13234,i do not need an apology i need you to fix it in a competent manner,neutral
13235,i like the call back system but thought youd like to know its not working well i received three calls but theres no audio,positive
13236,i need to be back home tomorrow and no one is helping me please help me rebook for a flight tomorrow,neutral
13237,filed a pir with an agent at indianapolis airport unable to pull up information online on your site have dmed details,negative
13238,i hear delta is offeringmiles to frequent flyers if their bags doesnt come out withinminutes of landing thoughts,neutral
13239,but you called meand hung up,neutral
13240,or u cud answer myhereis plenty inflight stealing going on right now amp fa wont have the uncomfortable convo w pass,negative
13241,fine would you have them call me i left a message was told it would behours for a call havent heard anything yet,neutral
13242,my flight was cancelled yesterday early afternoon so why did you call me at am and am to wake me up and tell me,negative
13243,in miami and theagents rachel wong and marisol pimentel were verypleasant in a world of chaos a big thank u,neutral
13244,i put a call back in at am and still nothing at am you think you might get back to me,neutral
13245,is there anyone online that can help the flight leaves inhrs,neutral
13246,why cancelonampflights nowhrs longer amphave layovers too late to find a reasonably priced alternative,positive
13247,i dont know who that may be i was also working from home thanks for nothing,positive
13248,i called the ep line andhours later i was called backi sat on hold for over a hour to us airways and then cut off,negative
13249,my flightwas cancelled and i need to get back to cleveland what are my options,negative
13250,is there any way you could put me up in a hotel for the night if not im having to sleep at the airport again tonight,negative
13251,and how many times exactly should we call and leave our number for a call back because that hasnt worked,neutral
13252,would be great to get some help too ive been trying since last night to get through,negative
13253,telling frustrated customers we are super busy please call back later kthxbai and then hanging up is not the best practice,neutral
13254,but when becomes about get money from the passengers are very strict but dont have any feedback as a reward,negative
13255,not even on the bag statuswill take actions against this company is incredible how irresponsible are with the costumer,positive
13256,still waiting news about my bags hrs already happened and this company dont give to the passengers any certain information,neutral
13257,your customer service sucks you rep should not be yelling at a caller regarding the weather in dfwhope you go bankrupt,negative
13258,phone just disconnects if you stay on the line need to checkout of hotel inhrs amp have no place to go cant keep calling,negative
13259,do you know if there is wifi on this flight if so how much is it thank you,neutral
13260,no apologies required i made it home safe thanks to you kudos to aa,positive
13261,requested a call back at am my canceled flight through dfw shouldnt take this long to reroute youre customer service lacks,negative
13262,will you review your systems re notification the website and telephone systems you have in place are clearly inadequate,neutral
13263,why not sell mce during post doorclose shuffle in same way u sell drinkssnacks people on my flight selfupgraded wo paying,negative
13264,willbe cancelled tonight,neutral
13265,not good enough no info communicated at any pointjust silence for hours as we sat oh and then seat was broken worst,neutral
13266,i cant get an operator after an hours worth of calls to cancel a delayed flight automated system doesnt go beyond message,negative
13267,cannot provide us alternative flight untilhours later ruining our trip cancelled angry problems ruined,negative
13268,why did i have to stand at baggage claim for an hour waiting for a bag that you knew never made it on to the plane,positive
13269,i love travel with yours planes all people is very nice its amazing can you please follow me back 'ÿ  i love the company,positive
13270,not very helpful if my flight is already cancelled what about rebooking aa has my email and cellyet no notifications,neutral
13271,i leave jaipur tomorrowback to dehlionly in delhione nightwe need touse our abilities to make magic,neutral
13272,now you change my gate and dont tell me what the fuck is wrong with you people learn to do your fucken job,negative
13273,trying to make an online booking one way from barbados nyc but wont let me as says i need a barbados ccwhy,negative
13274,i would purchase it if i was there by choice but you guys cancelled my flight and have me stuck at dfw forhours,negative
13275,haha i did they said it wasnt their fault somehow you guys r a joke,neutral
13276,stuck in miami and one of the worst customer experiences i have ever had will be sure to let everyone know about my time waa,positive
13277,days plains fails,neutral
13278,it took themhours to call me back then it disconnected twice 'ÿ  ill never get back to work,negative
13279,so far all i am getting is maybe your bag will come today we dont know website says status unknown can you help,positive
13280,my flightwas cancelled i need to be rebooked and i cant do it online and they arent answering calls help,neutral
13281,i filled out that whole form before receiving a poor poor response is there no direct email address in reply,negative
13282,its the abcs of pr let your customers have the most info possible might want to go brush up on the basics,positive
13283,last trip onpoor customer servicetrips in a rowhere i come,negative
13284,stiiiil waiting please respond as my flight leaves inhrs,neutral
13285,no worries loved flying with you guys thanks,negative
13286,you have the worst reps at jacksonville airport so rude and totally not helpful at all,neutral
13287,understood integration takes time but no excuse for poor customer service,negative
13288,at least you got a response fromvia twitter i wentforyesterday,negative
13289,i am called paris office this morning again still waiting it is in miami but apparently tag was taken off,neutral
13290,can i get some assistance flight cancelled today from phx to dfw not that im hating but my job is concerned,negative
13291,would also like say kind move on adding the points,positive
13292,ok i just received an email with my registration from your team thanks a lot,positive
13293,wasnt just a delay your counter wouldnt take a valid cac card as a valid id which is needed for a tsa precheck on pass,neutral
13294,all right but can you give me an email to write to,positive
13295,is dfw accepting any arrivals or departures today,neutral
13296,is it true as fas are saying that you have no way to collect money from passengers after door closing who want a mce seat,neutral
13297,i called reservation atam and im still waiting for someone to call me back,negative
13298,a confirmed flight im so done thanks for nothing,negative
13299,not necessaryi am confident the excellent inflight staff will make the appropriate report,positive
13300,sorry what equipment have the passengers been allowed to return to the plane,negative
13301,thank you for doing the best you could to get me rebooked agent on phone amp addtl resolution on dm was very much appreciated,neutral
13302,no email no phone call no nothing youve screwed with my flight and my familyfriends flights you canceled reservations for,negative
13303,if you care could you have someone call me to explain what is going on,neutral
13304,heywhy automated call me and then hang up atam and why cant i reschedule canceled flights via web come on,negative
13305,from a service rep but that hasnt happened yet im honestly fed up and sick of this no notice when my flight got canceled,neutral
13306,help flight to dallas was cancelled this morning from cle on hold forhours need to be booked on next flight out,negative
13307,me up in a hotel tonight and expect me to now pay even more money i dont have that money i was supposed to get a call back,negative
13308,my flightto dallas andto sfo has been canceled and they cant get me on anything else until tomorrow you wont put,negative
13309,how is it possible that your call system can refuse callers for over twelve hours what service options does that leave,negative
13310,i understand a bit of a wait but i called atpm and didnt get a call back until just afterpm thats not cool,neutral
13311,'  yall will like this one,positive
13312,pathetic answer just found out my bag has been sitting at lga forhours and no call from you to lmk or delivery of bag bad,negative
13313,stranded in miami because your automated system keeps hanging up on me for two days help,positive
13314,is flightcanceled or not no word from the ground staff,neutral
13315,' we apologize for your frustrations michael have you been rebooked'  got call back afterhours bad,neutral
13316,im trying to register since dont want to be separated from my brother during thehours flighttherere few places left,neutral
13317,trying to get thru to agent since last night bc aa changed our flight todays from now infuriating we need to get to sea,negative
13318,called last night after hrs got call back can i get a one day pass to admirals club im going to be spending hrs in dfw,negative
13319,i am still waiting for that call back stranded and no one to talk to,neutral
13320,thank youi know its a busy for you today but any help would be appreciated,neutral
13321,karen riedel is a rock star employee and a miracle workeri really appreciated her help this morning,neutral
13322,trying to talkcustomer service to add lap child and cant get a hold of anybody i need help,negative
13323,thx we have already been on the iberia website and seat reservation is unavailable hopefully we can call them,negative
13324,this merger witha cluster of inefficiency and misinformationwhen is it going to be done,negative
13325,would be nice if you could actually talk to the reserv teamit just hangs up on you and has been since last night,negative
13326,why is there only one checkpoint open at jfk terminalridiculous,positive
13327,wow flight crew shows upmins before the flight no catering for aa nice why to treat your customers,positive
13328,if i miss saying goodbye to my friend cause of your crappy service i swear you will never hear the end of itamericanairlines,neutral
13329,umm hello,neutral
13330,qsvgru when would the next flight arrive,negative
13331,that is absolutely false stmtyou have a comedy of errors incl no catering etc getyouracttogether,negative
13332,how do i see your report team,neutral
13333,its beenhours and still no call and now we are back to being hung up on by an automated systemamericanairlines,neutral
13334,you bet make this screw up right for once things i need in bag for my job and you have grounded me today painandsuffering,negative
13335,last thing i want to deal w beforeon a mon ive already waited the suggested wait time so i hope i get a call back asap,neutral
13336,all i get is an automated system that hangs up on me i finally get a message that some will call me back inhours,neutral
13337,but it says your agents are too busy and to try back later,negative
13338,file loctjycqh bag at airport since last nitenot scheduled to get pu unt aftwhy u shld b ashamed im disgusted wu,negative
13339,i remained on hold forhrs to resolve my flight schedule amp your system hung up on me unhappycustomer,neutral
13340,for two days now i have been trying to reach americanairlines customer service to change my flight,negative
13341,death of a dear friend has me heart broken but americanairlines has me heated,neutral
13342,spent hour trying to check after to use military id for luggage then messed up boarding pass amp forced into line again,negative
13343,has no customer service via phone or in person just a stone wall with a giant middle finger painted on it,negative
13344,days and no callbag or anyone to pick up my call held on ph tilam and holding again now insanehelp,negative
13345,way to ruin a vacation my brother has called all night and had multiple places in line only to get dead air on call back,negative
13346,trying to change my flight and you just hang up on ppl bc call volume is high thats a joke right,neutral
13347,thanks for rebooking me on a flight and then leaving my luggage in nyc unbelievable,negative
13348,i love american airlines d,positive
13349,how about a reservation phone system that actually works you know thenumber is unreachable callbacks are dead air,negative
13350,i was told my flightsampwas cancelled but i dont seem to have any datetime changes ive been waiting for a call,negative
13351,v nice of you to give me a breakfast voucher forin an airport that almost got me a whole drink,positive
13352,husband amp i complain about same flight he gets voucher i get nothing because he flew biz who do i email about this,negative
13353,no date on when revieving our money sent a letter in post and several emails no reply very frustrated,negative
13354,youre runninghours behind replying to anyone via twitter this is beyond unacceptable im running out of time,negative
13355,hi do you have a phone number to ring from uk regarding claim for our late flight departure claim amount agreed just had no,neutral
13356,not sure why we are being made to stand in line outside for plane that isnt ready to board when i could be sitting inside,positive
13357,even when i did get through no one knew anything about my bag this is ridiculous i still dont have my bag from saturday,neutral
13358,thank you mr parker for screwing over chairman preferred when we fly aa no firstclass option and treated like crap by staff,positive
13359,thinks its a good cs to get everyone through the gate for flightthen we wait bc plane not ready,positive
13360,check dm please,positive
13361,got a callback atam took care of it thanks,positive
13362,poor experience day at ord chkinemp w custwaiting asked to speak wsupervisor toldmin in a mtg what,neutral
13363,have been trying to reach american airlines since last evening to cancel flights worst customer service ever what now,negative
13364,cruel amp unusual to cancel flight wo notice amp make someone stay on hold for min amp listen to the same ad in a loop,negative
13365,can you please help youve now rebooked me incorrectly after flight was cancelled please fix my flt to tuesday,neutral
13366,its nowdays since i contacted customer relations surf fail baggagedrama,negative
13367,eventually the call got through not sure what changed thank you a lot though,neutral
13368,ive been doing this all night can someone please help i need my flt fixed please,neutral
13369,i tried all day have been disconnected due to heavy call volume,negative
13370,is flightto la delayed,neutral
13371,thanksgood to be back safely see you again soon,positive
13372,hey whats happening with aa zurichjfk appears to have squawkedand landed at london heathrow,neutral
13373,got call saying flight cancelled but checked online and it isnt cancelled no where near bad weather i have job interview,negative
13374,helloi cannot register for my tomorrow flight from paris to las vegas this feature is currently unavailable appears,negative
13375,when did they start to sell water,neutral
13376,worstcustservice you should have contingency plans for extra workers during bad weatherhours hold ridiculous,negative
13377,all i want is to know what to do regarding my connecting flights since my st is cancelled could you be of assistance,positive
13378,hi guys can you tell me what the emergency is for aa diverting to heathrow from zurichnew york thanks john,neutral
13379,please stop changing my flights for spring break this is the th time,negative
13380,a school trip ofincluding myself had to sleep over in the airport and are all on different standby flightsthis is not good,positive
13381,your customer service is inferior to that of a nationalized third world nations airline get it together,neutral
13382,not only did you cancel our flight from jfk and delay us byhours youve now lostof our bags worst airline ever,negative
13383,flight aal declared state of emergency squawking,neutral
13384,just want to thank you guys for thehour delay for flight aa from jfk due to staff shortage and not weather' ï ,neutral
13385,you delayed me forhours in chicago and still managed to lose my bag really not happy,negative
13386,your rubbish at social media in the air two hours late but thats better than being cancelled,negative
13387,yes but you did manage to lose two of our bags horrendous airline,neutral
13388,thanks guys you got it im heading to milan on wednesday so big week with the aa family,neutral
13389,ourfligth somthing to talkabout this,neutral
13390,interested in possibly changing my flight to another dayneed to see if there are any fees but your number is busy,negative
13391,i understand you are busy but i have still gotten no answer i need to get home and you guys have not helped at all,negative
13392,no i do not have them yet called for baggage statustimes yesterday,neutral
13393,thanks they did not charge anything in the end so all is good,positive
13394,wonderful fc fa on flightpre dawnnice start to the day,positive
13395,been on hold for for over two hours after waitinghours earlier cant get any info on my reservation how is that ok,negative
13396,except now there is no wait time the phone system just hangs up on you so continuing to hold wont help,positive
13397,lga already by the time we pulled from the flight qqbmug feel free to look up how many flights weve been reticketed on,neutral
13398,except if you call now youll get the same message trust me ive tried,neutral
13399,westjet and your rep wont do anything about my lost luggage which i never even checked with westjet because it was lost in,neutral
13400,waited in the airport for two days to get home not weather related dealt with horrible customer service finally switched to,negative
13401,are you ignoring me on purpose it was sad enough having your automated system hang up on me 'ÿ ,neutral
13402,who do i need to talk to to get a full refund on my trip your call center offers no assistance,negative
13403,why wont you find my luggage without blaming everyone else,neutral
13404,that all aa is for usair elite members its one big disappointment in the way we are treated epicfailure,neutral
13405,we have been rebooked due to weather but need to change our reservation and fly on the th instead of the rd,negative
13406,love how you cant get an agent on the phone and the automated system hangs up on you,neutral
13407,i was just called abt my flight cancellation a flight that was cancelled at a sunday two a calls are not okay,positive
13408,can you respond to my dm,neutral
13409,thank you for the worst experience ever on an airline from me to you i hope your embarrassed as an airline pathetic,positive
13410,airport to figure this out or can someone tell me now flight is from san juan to san diego,negative
13411,if you could let me know where im staying tonight if youve booked anything that would be great do i have to go to the,positive
13412,weeks ago today i arrived in miami and i still dont have my bag absolute disgrace,negative
13413,what terminal lhr for aaba doesnt say in boarding pass,neutral
13414,so am i going to be homeless or do i have a place to stay tonight can you respond to me here so i can go back to sleep,positive
13415,atam and have no clue if we have a place to stay or not,neutral
13416,but really can you dm me on here to verify if youve booked a hotel for our extra night here kinda unsettling to get a call,negative
13417,extra night we have to stay in san juan now how can i check on that,neutral
13418,hey i got a call saying our flight was rescheduled but i cant get through to anyone to see if youre providing a hotel for the,negative
13419,dont wait on a bag go to walmart and get what you need for tomorrow morning,negative
13420,more or lessafter a night in a party hotelno sleep and aam rebook on our way back to phl,neutral
13421,hi i have koalaxphlord booked as a way savr awrd if i called to chnge it to koalaxphxord would i have to pay any fees,negative
13422,been callingdifferent offices already and still no sign of my baggage first time on american air,negative
13423,you apologise for his frustrations amp his disappointment but not your terrible service blameshiftoverload,negative
13424,got it worked out had to postpone my trip and pay extra thoughnot easy for a poor graduate student,negative
13425,how best to talk with an agent to reschedule canceled flight no one answers at aa know its busy but need helpthanks,negative
13426,i dont want to waste any more of my time on your airline youve already robbedhours of my day but i definitely will,neutral
13427,me because it might not be so urgent for you but it really is for me,negative
13428,ive now been in france two days without changing clothes and nothing to keep me warm so please locate my bag and send it to,positive
13429,flightjfklas first the catering was late the no push back crew hrs delay,positive
13430,flight canceled nd time cant reach agent to reschedule can you call me,negative
13431,my two coats were in that bag so i have been in france with no coat walking around with a t shirt and one clean pair,positive
13432,my bag is still in miami and cannot be located how do you loose a bag like that with a tag and everything,positive
13433,so i was visiting sju and was returning to paris and they checked my bag at the gate in sju i arrived in paris and nothing,neutral
13434,speakinglanguages paid off as the us line left me overmin in hold without an answer the latinamerican solved in min,negative
13435,yep was in one of my other camera memory card d,positive
13436,is terrible my flights canceled and ive been on hold for the pasthours never again,negative
13437,i certainly hope my la pbi onth has a new planethe seats on febth flightin reverse god awful,neutral
13438,hs students from ithaca ny stuck in miami flts xld u wont rebook to get kids home use carrier alliance rulesshouldbend,negative
13439,hands down the worst airline to travel with really really fucking bad,negative
13440,can you use the aa credit platinum select world mastercard for alaska flightsor just american,positive
13441,why didaa return to jfk thanks,neutral
13442,is thephone line open on hold for overhours now your checkin agents cannot help at the airport itself please help,positive
13443,what sense is it to charge for a bag service when the service isnt great losing luggage and now missing items this is bs,positive
13444,no it isntsheer incompetence was reigning at dfw today i was there on a plane on the gd runway i doubt you were,negative
13445,yes we did make it home but by no means am i happy ive always chosen aa as my st choice when flying im rethinking that,positive
13446,still waiting on a dm response sloooowresponses,neutral
13447,that can be a stop over before paris you are an embarrassment,negative
13448,being stuck two days in the airport is not something pretty normal i am positive you can find a plane to europe,positive
13449,highly disappointed in the baggage service with this merge withyou guys have lost our st bag and now missing items,negative
13450,just landedhours lateand now we need to wait twenty more minutes for a gatei have patience but none for incompetence,negative
13451,finally called me back but hasnt spoken to melike the worst prank call ever,neutral
13452,wait times ofhours to talk with an exec plt agent what is going on,negative
13453,so the one time we upgrade to first class our luggage was open and now missing valuable items that cant be replaced upset,positive
13454,please rebook me from seattle to columbus tuelocator karaax name mitchell m neuer,positive
13455,still no reply to my email sent on th february even sent an email asking for acknowledgment thats it been recieved nothing,positive
13456,flight canceled im trying to get to chicago what are me andgonna do flyingflighttravel,negative
13457,working over time tonightgot delayeddaysin sjucould be worse,negative
13458,it doesnt allow me to hold thats the problem,neutral
13459,has to be the worst airline in the world yousuck horrible oscars,negative
13460,reebooked for tomorrow in aalvdfw atam arriving pm still open this flight,neutral
13461,"add insult to injury you guys misplaced my bag 

cant believe you have to pay money to be treated this poorly",negative
13462,my connecting flight to dfw was cancelled and need to get to ind tomorrow any way i can get this sorted out been holding h,negative
13463,i would like to be reimbursed for my shuttle from denver afterdiversionhours sitting in plane and mech problems,negative
13464,please replyhow do you mess up my rebook twice,neutral
13465,ive been on hold forhrs no call bk either family oftrying to get from hdn to dfw flightdirect need new info plz,negative
13466,can you check on he status of my exp membership card need the physical card to access some international lounges soon,neutral
13467,my flight tomorrow is canceled you guys just keep letting me down,neutral
13468,thanks for the champagneaa ordnrt to celebrate my tokyomarathon finish,positive
13469,im beyond confused here why would you offer an earlier flight when they cancelledi asked for tues please fix,negative
13470,im in mexi need to fly to new york city tomorrow my new flight on tuesday is unacceptable please help,negative
13471,my mom' s flight tomorrow canceled w no notice phone system said callback inhours and it' s beeni need to go to bed,neutral
13472,im trying to reach the advantage department to add my number to a recent flight,negative
13473,i am going to keep these tweets coming till aa does somethingwhich i know is nothinghoping i go waynot likely,positive
13474,make sure u insure your luggage as those assholesaa take no fricken responsibilityamp dontbelieve their lies,neutral
13475,everyone its been weeksampthose dickheadsaa hadnt contacted methey lost my checked bag amp carryon and havent offer to pay,negative
13476,why arent callings going thru it doesnt have me wait or anything and automated stuff is messed up,negative
13477,we made it to seattle,neutral
13478,we will not be flying with you or us air again the changes and cancelations leading up to todays big finale is unacceptable,neutral
13479,thanks for your apology but its a bit late canceling a flight more thanhrs in advance due to weather is ridiculous we,neutral
13480,you cancelled my flight tomorrow without telling me and i want to rebookplease help me book a new flight whatcan i call,neutral
13481,the word failure means an act or instance of failing or proving unsuccessful lack of success nonperformance of something due,negative
13482,why offer automated call back option when agent is available only to call me amp have me sit on hold at am onholdfordays,neutral
13483,do you have the phone number of a supervisor i can speak to regarding my travels today,neutral
13484,hanging up on customers with no chance for a callback is a failure of customer service am est and no one can answer,negative
13485,to think that im a priority member wonder how you treat the plebes i know which rewards card im cancelling immediately,positive
13486,for the pasthours call volume is so high that no one can take my call to cancel my itinerary youredoingitwrong,negative
13487,worst airline you cancel flight dont let me know i wait on holdmins told to enter callback for middle of the night,negative
13488,did you guys just give up helping people your phone tree just hangs up on me and i have a flight tomorrow connection pending,neutral
13489,you called back just to put me on hold its midnight literally just want to know how im getting home and im getting no help,positive
13490,flightdelayedhours no one at americanairlines counter can tell my husband that he will be on that flight help,neutral
13491,this has happens so many times its just upsetting to see how poorly an airline treats their customers,negative
13492,seriously there arent any reps available to take phone calls even for platinum,neutral
13493,overall lack of attention or foresight when managing flights,neutral
13494,now we are all stuck on the plane after landing because crew unable to figure it out,negative
13495,also been on hold forminutes with your customer service to find out when my new flight is scheduled bc your site sucks,negative
13496,yes and without my bagsfirst class tickets to tahiti would be nice just saying,positive
13497,errhour wait time for the exec plat line,negative
13498,can you please connect these two reservations together and also add a child in a lap kevolt and sozldj marchthanks,negative
13499,do i have to even say anythingoverhours on hold no one has ever sucked as much as you,positive
13500,my flightout of cllwont let me check in please help importantflight,positive
13501,your agent sent our family ondiff planes to dfw that were as late due to delay as the canceled plane that started this fail,negative
13502,finally got a call from aa but it was an automated voice that hung up on me i called back amp it says itll bemore hours,neutral
13503,ive been on hold another hour and still nothing my canceled flight was supposed to be six hours from now stranded,negative
13504,wasnt offered a flight out of phl until tuesday so had to ask to be booked to houston instead of austin,negative
13505,will do id think though that a literally identical itinerary to your sample itineraries would workmaybe need to update,neutral
13506,i am running out of battery you have my chargersclothescoatcontact lenses need to be in mtg tom need help pathetic service,negative
13507,flightfrom mem to dca delayedhours now holding breath while they keep me trappedhours to deice scareair,neutral
13508,stuck in airplane both on way out of phl and again in houston all passengers frustrated makes me want to avoid airline,negative
13509,bag turned up no thanks to your useless callcentre and useless website,negative
13510,flight from phl to austin canceled headed to houston delayed now have to pay to rent a car and drivehrs to austin,negative
13511,i understand the weather issues i dont understand how i was not notified of the cancellation and had to realize it so late,positive
13512,why wont u deliver my luggage almost two days and holding on the phone for overhrs help,positive
13513,whoooo hooooo just crossedat my current pace i should reachfor the year,positive
13514,would like to talk to someone please follow,positive
13515,you have now lost my luggage for hours holding for hrs on phone wtf is this how you treat your loyal passengersstranded,neutral
13516,lmao this is so funny,positive
13517,have been waiting over three hours to talk to someone to rebook a flight due to weather does call back service actually work,neutral
13518,the service received by both of us was rude and well below my expectations of your airline that is whats most frustrating,neutral
13519,i was on a flight for tomorrow and my reservation is coming uphelp me,negative
13520,please dm me a way to get in touch with someone that can help im platinum aa and considering quitting aa bc of this,neutral
13521,thanks for following up i think its fair to refund the ticket price and the two one way rental cars i had to buy,positive
13522,it was my friend she shouldnt have been scheduled so close together at lax then not reimbursed its costing herhrs amp,neutral
13523,understood thanks anyway,positive
13524,so what are you going to do for me since i cant take the option you gave me what type of refund will you do for me,positive
13525,i was ontoday to yyz i had a bit of a bag issue that was cleared up beautifully thank you to all of the check in,positive
13526,sounding like they just got bitchslapped by,neutral
13527,when will tomorrows flight cancellations at dfw for aa flights be posted we are onat am from lax,negative
13528,gate agent jan l at phoenix was at least able to get my younger daughter seated near my wife thank you,neutral
13529,ive been on hold with international award reservations for almosthourskeeps calling me what is going on,neutral
13530,can someone actually either call back or help me figure out how im getting home,neutral
13531,youre my early frontrunner for best airline oscars,positive
13532,can i get home beforeor no,negative
13533,i left something on my flight from ord to sfo earlier today and believe its on the plane back at ord now please help,positive
13534,how is hanging up on customers because of high volume customer service tried to resolve via dmstill waitingso bad aafail,neutral
13535,i was told it would be emailed to me but i havent received anything yet how can i followup,neutral
13536,all good im catching the p flight tonight thanks for the response,neutral
13537,thats interestingagent told me so sadly another booked passenger didnt make it to gate by push back so i made it on,neutral
13538,flight cancelled website refers tothehangs up on me not autorebooked really horrible company,negative
13539,booked aa departing jfkit was booked via ba and i want to change my ff to aa can you do that for me via twitter,positive
13540,we have been sitting on this bird aa forhrs on the dfw tarmacsome water would be nicewheres your manners,neutral
13541,i need to know what to do my flight has been cancelled and i cant speak to anyone help,neutral
13542,been calling your forhours to reschedule a flight to dfw due to weather and your wont even let me stay on hold,neutral
13543,thanks she did her best staying the night in dallas new trial to detroit via atlanta tomorrow assuming no cancellations,negative
13544,your customer service is a disgrace,negative
13545,joanna did a wonderful jobthank her for me,positive
13546,she got to the gate just in time to watch the plane push backminutes was all she needed glad we' ve relatives nearby,neutral
13547,first flight is cancelled been on hold forhours need information and getting none help,negative
13548,get a new crystal ball cancel flights before weather hits to rebook me on flight during looking likenights hotel on me,negative
13549,yes shows cancelled amp asks for her to contact you atnumber,positive
13550,thanks are they really openampm every day any way to check they are open before going all the way there thanks,neutral
13551,toby hates you lol,neutral
13552,thanx for replying dm sent,neutral
